work_id,sale_price,regular_price,size_id
147815,455,685,4030
147815,545,865,4836
147815,725,1225,6048
147815,855,1485,6854
147797,235,395,1624
147797,275,475,2030
147797,315,555,2436
147797,405,735,3046
147797,515,955,3654
147797,585,1095,4060
147797,745,1415,4872
147806,315,555,2436
147806,405,735,3046
147806,515,955,3654
147806,585,1095,4060
147806,745,1415,4872
147775,215,355,1620
147775,245,415,2024
147775,285,495,2430
147775,305,535,2632
147775,355,635,2936
147775,385,695,3040
147775,475,875,3648
147775,655,1235,4860
147775,785,1495,5468
147786,215,355,1620
147786,245,415,2024
147786,285,495,2430
147786,305,535,2632
147786,355,635,2936
147786,385,695,3040
147786,475,875,3648
147786,655,1235,4860
147786,785,1495,5468
24536,215,365,1620
24536,245,425,2024
24536,285,505,2430
24536,305,545,2632
24536,355,645,2936
24536,385,705,3040
24536,475,885,3648
24536,655,1245,4860
24536,785,1505,5468
122171,215,365,1620
122171,245,425,2024
122171,285,505,2430
122171,305,545,2632
122171,355,645,2936
122171,385,705,3040
122171,475,885,3648
122171,655,1245,4860
122171,785,1505,5468
122182,215,365,1620
122182,245,425,2024
122182,285,505,2430
122182,305,545,2632
122182,355,645,2936
122182,385,705,3040
122182,475,885,3648
122182,655,1245,4860
122182,785,1505,5468
122193,215,365,1620
122193,245,425,2024
122193,285,505,2430
122193,305,545,2632
122193,355,645,2936
122193,385,705,3040
122193,475,885,3648
122193,655,1245,4860
122193,785,1505,5468
122204,215,365,1620
122204,245,425,2024
122204,285,505,2430
122204,305,545,2632
122204,355,645,2936
122204,385,705,3040
122204,475,885,3648
122204,655,1245,4860
122204,785,1505,5468
122215,235,385,1624
122215,275,465,2030
122215,315,545,2436
122215,405,725,3046
122215,515,945,3654
122215,585,1085,4060
122215,745,1405,4872
122224,345,545,2436
122224,435,725,3046
122224,545,945,3654
122224,615,1085,4060
122224,775,1405,4872
194065,785,1495,5468
194065,655,1235,4860
194065,475,875,3648
194065,385,695,3040
194065,355,635,2936
194065,305,535,2632
194065,285,495,2430
194074,125,125,36
194074,95,95,30
194074,85,85,24
194074,785,1495,5468
194074,655,1235,4860
194074,475,875,3648
194074,385,695,3040
194074,355,635,2936
194074,305,535,2632
194074,285,495,2430
194148,145,145,40
194148,125,125,36
194148,95,95,30
194148,395,645,3629
194148,425,705,4030
194148,515,885,4836
194148,695,1245,6048
194148,825,1505,6854
194130,875,1495,5468
194130,745,1235,4860
194130,565,875,3648
194130,475,695,3040
194130,445,635,2936
194121,125,125,36
194121,95,95,30
194121,805,1495,5468
194121,675,1235,4860
194121,495,875,3648
194121,405,695,3040
194121,375,635,2936
194083,785,1495,5468
194083,655,1235,4860
194083,475,875,3648
194083,385,695,3040
194083,355,635,2936
194083,305,535,2632
194083,285,495,2430
194092,785,1495,5468
194092,655,1235,4860
194092,475,875,3648
194092,385,695,3040
194092,355,635,2936
194092,305,535,2632
194092,285,495,2430
194101,125,125,36
194101,95,95,30
194101,85,85,24
194101,785,1495,5468
194101,655,1235,4860
194101,475,875,3648
194101,385,695,3040
194101,355,635,2936
194101,305,535,2632
194101,285,495,2430
194155,125,125,36
194155,95,95,30
194155,485,705,4030
194155,575,885,4836
194155,755,1245,6048
194155,885,1505,6854
194110,785,1495,5468
194110,655,1235,4860
194110,475,875,3648
194110,385,695,3040
194110,355,635,2936
194110,305,535,2632
194110,285,495,2430
194162,145,145,40
194162,125,125,36
194162,95,95,30
194162,485,705,4030
194162,575,885,4836
194162,755,1245,6048
194162,885,1505,6854
194169,125,125,36
194169,95,95,30
194169,485,705,4030
194169,575,885,4836
194169,755,1245,6048
194169,885,1505,6854
194176,145,145,40
194176,95,95,30
194176,125,125,36
160228,85,85,24
160228,95,95,30
160236,85,85,24
160236,95,95,30
160244,85,85,24
160244,95,95,30
160252,85,85,24
160252,95,95,30
160260,75,75,24
160260,95,95,30
160268,85,85,24
160268,95,95,30
125752,95,95,30
125752,85,85,24
125752,305,535,3024
125752,325,575,3226
125752,375,675,3629
125752,405,735,4030
125752,495,915,4836
125752,675,1275,6048
125752,805,1535,6854
125818,95,95,30
125818,85,85,24
125818,335,595,3624
125818,425,775,4630
125818,535,995,5436
125818,605,1135,6040
125818,765,1455,7248
23448,75,75,20
23448,85,85,24
23448,95,95,30
23448,305,535,3024
23448,325,575,3226
23448,375,675,3629
23448,405,735,4030
23448,495,915,4836
23448,675,1275,6048
23448,805,1535,6854
125763,95,95,30
125763,85,85,24
125763,305,535,3024
125763,325,575,3226
125763,375,675,3629
125763,405,735,4030
125763,495,915,4836
125763,675,1275,6048
125763,805,1535,6854
125774,95,95,30
125774,85,85,24
125774,305,535,3024
125774,325,575,3226
125774,375,675,3629
125774,405,735,4030
125774,495,915,4836
125774,675,1275,6048
125774,805,1535,6854
125785,95,95,30
125785,85,85,24
125785,305,535,3024
125785,325,575,3226
125785,375,675,3629
125785,405,735,4030
125785,495,915,4836
125785,675,1275,6048
125785,805,1535,6854
125796,395,675,3629
125796,425,735,4030
125796,515,915,4836
125796,695,1275,6048
125796,825,1535,6854
125807,305,535,3024
125807,325,575,3226
125807,375,675,3629
125807,405,735,4030
125807,495,915,4836
125807,675,1275,6048
125807,805,1535,6854
24532,315,565,3624
24532,405,745,4630
24532,515,965,5436
24532,585,1105,6040
24532,745,1425,7248
124470,95,95,30
124470,85,85,24
124470,75,75,20
124470,315,565,3624
124470,405,745,4630
124470,515,965,5436
124470,585,1105,6040
124470,745,1425,7248
124479,315,565,3624
124479,405,745,4630
124479,515,965,5436
124479,585,1105,6040
124479,745,1425,7248
124488,315,565,3624
124488,405,745,4630
124488,515,965,5436
124488,585,1105,6040
124488,745,1425,7248
124497,315,565,3624
124497,405,745,4630
124497,515,965,5436
124497,585,1105,6040
124497,745,1425,7248
124506,315,565,3624
124506,405,745,4630
124506,515,965,5436
124506,585,1105,6040
124506,745,1425,7248
124515,95,95,30
124515,85,85,24
124515,315,565,3624
124515,405,745,4630
124515,515,965,5436
124515,585,1105,6040
124515,745,1425,7248
124524,95,95,30
124524,85,85,24
124524,315,565,3624
124524,405,745,4630
124524,515,965,5436
124524,585,1105,6040
124524,745,1425,7248
124533,95,95,30
124533,85,85,24
124533,315,565,3624
124533,405,745,4630
124533,515,965,5436
124533,585,1105,6040
124533,745,1425,7248
124542,315,565,3624
124542,405,745,4630
124542,515,965,5436
124542,585,1105,6040
124542,745,1425,7248
124551,315,565,3624
124551,405,745,4630
124551,515,965,5436
124551,585,1105,6040
124551,745,1425,7248
124560,315,565,3624
124560,405,745,4630
124560,515,965,5436
124560,585,1105,6040
124560,745,1425,7248
124569,315,565,3624
124569,405,745,4630
124569,515,965,5436
124569,585,1105,6040
124569,745,1425,7248
124578,315,565,3624
124578,405,745,4630
124578,515,965,5436
124578,585,1105,6040
124578,745,1425,7248
124587,315,565,3624
124587,405,745,4630
124587,515,965,5436
124587,585,1105,6040
124587,745,1425,7248
135881,95,95,30
135881,85,85,24
135881,305,545,2430
135881,325,585,2632
135881,375,685,2936
135881,405,745,3040
135881,495,925,3648
135881,675,1285,4860
135892,305,545,2430
135892,325,585,2632
135892,375,685,2936
135892,405,745,3040
135892,495,925,3648
135892,675,1285,4860
135892,805,1545,5468
135903,305,545,2430
135903,325,585,2632
135903,375,685,2936
135903,405,745,3040
135903,495,925,3648
135903,675,1285,4860
135903,805,1545,5468
135914,305,545,2430
135914,325,585,2632
135914,375,685,2936
135914,405,745,3040
135914,495,925,3648
135914,675,1285,4860
135914,805,1545,5468
135925,305,545,2430
135925,325,585,2632
135925,375,685,2936
135925,405,745,3040
135925,495,925,3648
135925,675,1285,4860
135925,805,1545,5468
135936,305,545,2430
135936,325,585,2632
135936,375,685,2936
135936,405,745,3040
135936,495,925,3648
135936,675,1285,4860
135936,805,1545,5468
135947,95,95,30
135947,85,85,24
135947,305,545,2430
135947,325,585,2632
135947,375,685,2936
135947,405,745,3040
135947,495,925,3648
135947,675,1285,4860
135947,805,1545,5468
135958,305,545,2430
135958,325,585,2632
135958,375,685,2936
135958,405,745,3040
135958,495,925,3648
135958,675,1285,4860
135958,805,1545,5468
31780,10,125,36
31780,10,95,30
31780,345,605,2436
31780,435,785,3046
31780,545,1005,3654
31780,615,1145,4060
31780,775,1465,4872
135969,305,545,2430
135969,325,585,2632
135969,375,685,2936
135969,405,745,3040
135969,495,925,3648
135969,675,1285,4860
135969,805,1545,5468
31778,305,545,2430
31778,325,585,2632
31778,375,685,2936
31778,405,745,3040
31778,495,925,3648
31778,675,1285,4860
31778,805,1545,5468
135980,305,545,2430
135980,325,585,2632
135980,375,685,2936
135980,405,745,3040
135980,495,925,3648
135980,675,1285,4860
135980,805,1545,5468
147731,235,355,1620
147731,265,415,2024
147731,305,495,2430
147731,325,535,2632
147731,375,635,2936
147731,405,695,3040
147731,495,875,3648
147731,675,1235,4860
147731,805,1495,5468
147742,215,355,1620
147742,245,415,2024
147742,285,495,2430
147742,305,535,2632
147742,355,635,2936
147742,385,695,3040
147742,475,875,3648
147742,655,1235,4860
147742,785,1495,5468
147753,235,355,1620
147753,265,415,2024
147753,305,495,2430
147753,325,535,2632
147753,375,635,2936
147753,405,695,3040
147753,495,875,3648
147753,675,1235,4860
147753,805,1495,5468
147764,215,355,1620
147764,245,415,2024
147764,285,495,2430
147764,305,535,2632
147764,355,635,2936
147764,385,695,3040
147764,475,875,3648
147764,655,1235,4860
147764,785,1495,5468
147815,385,625,3629
147815,455,685,4030
147815,545,865,4836
147815,725,1225,6048
147815,855,1485,6854
147797,235,395,1624
147797,275,475,2030
147797,315,555,2436
147797,405,735,3046
147797,515,955,3654
147797,585,1095,4060
147797,745,1415,4872
147806,315,555,2436
147806,405,735,3046
147806,515,955,3654
147806,585,1095,4060
147806,745,1415,4872
147775,215,355,1620
147775,245,415,2024
147775,285,495,2430
147775,305,535,2632
147775,355,635,2936
147775,385,695,3040
147775,475,875,3648
147775,655,1235,4860
147775,785,1495,5468
147786,215,355,1620
147786,245,415,2024
147786,285,495,2430
147786,305,535,2632
147786,355,635,2936
147786,385,695,3040
147786,475,875,3648
147786,655,1235,4860
147786,785,1495,5468
24536,215,365,1620
24536,245,425,2024
24536,285,505,2430
24536,305,545,2632
24536,355,645,2936
24536,385,705,3040
24536,475,885,3648
24536,655,1245,4860
24536,785,1505,5468
122171,215,365,1620
122171,245,425,2024
122171,285,505,2430
122171,305,545,2632
122171,355,645,2936
122171,385,705,3040
122171,475,885,3648
122171,655,1245,4860
122171,785,1505,5468
122182,215,365,1620
122182,245,425,2024
122182,285,505,2430
122182,305,545,2632
122182,355,645,2936
122182,385,705,3040
122182,475,885,3648
122182,655,1245,4860
122182,785,1505,5468
122193,215,365,1620
122193,245,425,2024
122193,285,505,2430
122193,305,545,2632
122193,355,645,2936
122193,385,705,3040
122193,475,885,3648
122193,655,1245,4860
122193,785,1505,5468
122204,215,365,1620
122204,245,425,2024
122204,285,505,2430
122204,305,545,2632
122204,355,645,2936
122204,385,705,3040
122204,475,885,3648
122204,655,1245,4860
122204,785,1505,5468
122215,235,385,1624
122215,275,465,2030
122215,315,545,2436
122215,405,725,3046
122215,515,945,3654
122215,585,1085,4060
122215,745,1405,4872
122224,345,545,2436
122224,435,725,3046
122224,545,945,3654
122224,615,1085,4060
122224,775,1405,4872
194065,785,1495,5468
194065,655,1235,4860
194065,475,875,3648
194065,385,695,3040
194065,355,635,2936
194065,305,535,2632
194065,285,495,2430
194074,125,125,36
194074,95,95,30
194074,85,85,24
194074,785,1495,5468
194074,655,1235,4860
194074,475,875,3648
194074,385,695,3040
194074,355,635,2936
194074,305,535,2632
194074,285,495,2430
194148,145,145,40
194148,125,125,36
194148,95,95,30
194148,395,645,3629
194148,425,705,4030
194148,515,885,4836
194148,695,1245,6048
194148,825,1505,6854
194130,875,1495,5468
194130,745,1235,4860
194130,565,875,3648
194130,475,695,3040
194130,445,635,2936
194121,125,125,36
194121,95,95,30
194121,805,1495,5468
194121,675,1235,4860
194121,495,875,3648
194121,405,695,3040
194121,375,635,2936
194083,785,1495,5468
194083,655,1235,4860
194083,475,875,3648
194083,385,695,3040
194083,355,635,2936
194083,305,535,2632
194083,285,495,2430
194092,785,1495,5468
194092,655,1235,4860
194092,475,875,3648
194092,385,695,3040
194092,355,635,2936
194092,305,535,2632
194092,285,495,2430
194101,125,125,36
194101,95,95,30
194101,85,85,24
194101,785,1495,5468
194101,655,1235,4860
194101,475,875,3648
194101,385,695,3040
194101,355,635,2936
194101,305,535,2632
194101,285,495,2430
194155,125,125,36
194155,95,95,30
194155,485,705,4030
194155,575,885,4836
194155,755,1245,6048
194155,885,1505,6854
194110,785,1495,5468
194110,655,1235,4860
194110,475,875,3648
194110,385,695,3040
194110,355,635,2936
194110,305,535,2632
194110,285,495,2430
194162,145,145,40
194162,125,125,36
194162,95,95,30
194162,485,705,4030
194162,575,885,4836
194162,755,1245,6048
194162,885,1505,6854
194169,125,125,36
194169,95,95,30
194169,485,705,4030
194169,575,885,4836
194169,755,1245,6048
194169,885,1505,6854
194176,145,145,40
194176,95,95,30
194176,125,125,36
194181,145,145,40
194181,95,95,30
194181,125,125,36
194139,125,125,36
194139,95,95,30
194139,805,1495,5468
194139,675,1235,4860
194139,495,875,3648
194139,405,695,3040
194139,375,635,2936
160324,655,1235,4860
160324,475,875,3648
160324,385,695,3040
160324,355,635,2936
160324,305,535,2632
160324,285,495,2430
160324,75,75,20
160324,85,85,24
160324,95,95,30
160332,655,1235,4860
160332,475,875,3648
160332,385,695,3040
160332,355,635,2936
160332,305,535,2632
160332,285,495,2430
160332,75,75,20
160332,85,85,24
160332,95,95,30
24025,85,85,24
24025,95,95,30
24025,325,575,3226
24025,375,675,3629
24025,405,735,4030
24025,495,915,4836
24025,675,1275,6048
24025,805,1535,6854
24029,75,75,20
24029,85,85,24
24029,95,95,30
24029,335,595,3624
24029,425,775,4630
24029,535,995,5436
24029,605,1135,6040
24029,765,1455,7248
24031,75,75,20
24031,85,85,24
24031,95,95,30
24031,305,535,3024
24031,325,575,3226
24031,375,675,3629
24031,405,735,4030
24031,495,915,4836
24031,675,1275,6048
24031,805,1535,6854
24033,165,165,48
24033,145,145,40
24033,125,125,36
24033,95,95,30
24033,85,85,24
24033,315,555,4020
24033,395,715,4824
24033,505,935,6030
24033,635,1195,7236
24033,725,1375,8040
24033,1025,1975,9648
24035,95,95,30
24035,85,85,24
24035,305,535,3024
24035,325,575,3226
24035,375,675,3629
24035,405,735,4030
24035,495,915,4836
24035,675,1275,6048
24035,805,1535,6854
24037,305,535,3024
24037,325,575,3226
24037,375,675,3629
24037,405,735,4030
24037,495,915,4836
24037,675,1275,6048
24037,805,1535,6854
24039,335,595,3624
24039,425,775,4630
24039,535,995,5436
24039,605,1135,6040
24039,765,1455,7248
24041,75,75,20
24041,85,85,24
24041,95,95,30
24041,305,535,3024
24041,325,575,3226
24041,375,675,3629
24041,405,735,4030
24041,495,915,4836
24041,675,1275,6048
24041,805,1535,6854
24043,95,95,30
24043,85,85,24
24043,305,535,3024
24043,325,575,3226
24043,375,675,3629
24043,405,735,4030
24043,495,915,4836
24043,675,1275,6048
24043,805,1535,6854
24047,335,595,3624
24047,425,775,4630
24047,535,995,5436
24047,605,1135,6040
24047,765,1455,7248
24049,75,75,20
24049,85,85,24
24049,95,95,30
24049,335,595,3624
24049,425,775,4630
24049,535,995,5436
24049,605,1135,6040
24049,765,1455,7248
24051,95,95,30
24051,85,85,24
24051,75,75,20
24051,305,535,3024
24051,325,575,3226
24051,375,675,3629
24051,405,735,4030
24051,495,915,4836
24051,675,1275,6048
24051,805,1535,6854
24053,95,95,30
24053,85,85,24
24053,285,495,2424
24053,355,635,3030
24053,415,755,3636
24053,475,875,4040
24053,585,1095,4848
24053,795,1515,6060
24059,125,125,36
24059,95,95,30
24059,85,85,24
24059,335,595,3624
24059,425,775,4630
24059,535,995,5436
24059,605,1135,6040
24059,765,1455,7248
24061,95,95,30
24061,85,85,24
24061,305,535,3024
24061,325,575,3226
24061,375,675,3629
24061,405,735,4030
24061,495,915,4836
24061,675,1275,6048
24061,805,1535,6854
24064,125,125,36
24064,95,95,30
24064,85,85,24
24064,335,595,3624
24064,425,775,4630
24064,535,995,5436
24064,605,1135,6040
24064,765,1455,7248
24066,125,125,36
24066,95,95,30
24066,85,85,24
24066,335,595,3624
24066,425,775,4630
24066,535,995,5436
24066,605,1135,6040
24066,765,1455,7248
24068,95,95,30
24068,85,85,24
24068,375,675,3629
24068,405,735,4030
24068,495,915,4836
24068,675,1275,6048
24068,805,1535,6854
24070,85,85,24
24070,95,95,30
24070,285,495,2424
24070,355,635,3030
24070,415,755,3636
24070,475,875,4040
24070,585,1095,4848
164850,125,125,36
164850,95,95,30
164850,85,85,24
164850,75,75,20
164850,355,595,3624
164850,445,775,4630
164850,555,995,5436
164850,625,1135,6040
24072,85,85,24
24072,95,95,30
24072,355,595,3624
24072,445,775,4630
24072,555,995,5436
24072,625,1135,6040
24072,785,1455,7248
198873,375,675,3629
198873,405,735,4030
198873,495,915,4836
198873,675,1275,6048
198873,805,1535,6854
24074,85,85,24
24074,95,95,30
24074,125,125,36
24074,335,595,3624
24074,425,775,4630
24074,535,995,5436
24074,605,1135,6040
24074,765,1455,7248
24078,95,95,30
24078,85,85,24
24078,305,535,3024
24078,325,575,3226
24078,375,675,3629
24078,405,735,4030
24078,495,915,4836
24078,675,1275,6048
24078,805,1535,6854
204794,125,125,36
204794,95,95,30
204794,85,85,24
204794,335,595,3624
204794,425,775,4630
204794,535,995,5436
204794,605,1135,6040
204794,765,1455,7248
164862,125,125,36
164862,95,95,30
164862,85,85,24
164862,75,75,20
164862,305,535,3024
164862,325,575,3226
164862,375,675,3629
164862,405,735,4030
164862,495,915,4836
164862,675,1275,6048
198863,335,595,3624
198863,425,775,4630
198863,535,995,5436
198863,605,1135,6040
198863,765,1455,7248
24084,95,95,30
24084,85,85,24
24084,305,535,3024
24084,325,575,3226
24084,375,675,3629
24084,405,735,4030
24084,495,915,4836
24084,675,1275,6048
24084,805,1535,6854
29914,215,355,1620
29914,245,415,2024
29914,285,495,2430
29914,305,535,2632
29914,355,635,2936
29914,385,695,3040
29914,475,875,3648
29914,655,1235,4860
29914,785,1495,5468
126089,215,355,1620
126089,245,415,2024
126089,285,495,2430
126089,305,535,2632
126089,355,635,2936
126089,385,695,3040
126089,475,875,3648
126089,655,1235,4860
126089,785,1495,5468
126219,215,355,2016
126219,245,415,2420
126219,285,495,3024
126219,305,535,3226
126219,355,635,3629
126219,385,695,4030
126219,475,875,4836
126219,655,1235,6048
126219,785,1495,6854
126208,215,355,2016
126208,245,415,2420
126208,285,495,3024
126208,305,535,3226
126208,355,635,3629
126208,385,695,4030
126208,475,875,4836
126208,655,1235,6048
126208,785,1495,6854
29916,215,355,2016
29916,245,415,2420
29916,285,495,3024
29916,305,535,3226
29916,355,635,3629
29916,385,695,4030
29916,475,875,4836
29916,655,1235,6048
29916,785,1495,6854
126109,215,355,1620
126109,245,415,2024
126109,285,495,2430
126109,305,535,2632
126109,355,635,2936
126109,385,695,3040
126109,475,875,3648
126109,655,1235,4860
126109,785,1495,5468
126164,215,355,2016
126164,245,415,2420
126164,285,495,3024
126164,305,535,3226
126164,355,635,3629
126164,385,695,4030
126164,475,875,4836
126164,655,1235,6048
126164,785,1495,6854
126175,215,355,2016
126175,245,415,2420
126175,285,495,3024
126175,305,535,3226
126175,355,635,3629
126175,385,695,4030
126175,475,875,4836
126175,655,1235,6048
126175,785,1495,6854
126186,215,355,2016
126186,245,415,2420
126186,285,495,3024
126186,305,535,3226
126186,355,635,3629
126186,385,695,4030
126186,475,875,4836
126186,655,1235,6048
126186,785,1495,6854
126285,245,405,2020
126285,265,445,2424
126285,335,585,3030
126285,395,705,3636
126285,455,825,4040
126285,565,1045,4848
126285,775,1465,6060
126230,215,355,2016
126230,245,415,2420
126230,285,495,3024
126230,305,535,3226
126230,355,635,3629
126230,385,695,4030
126230,475,875,4836
126230,655,1235,6048
126230,785,1495,6854
29918,215,355,2016
29918,245,415,2420
29918,285,495,3024
29918,305,535,3226
29918,355,635,3629
29918,385,695,4030
29918,475,875,4836
29918,655,1235,6048
29918,785,1495,6854
29920,215,355,2016
29920,245,415,2420
29920,285,495,3024
29920,305,535,3226
29920,355,635,3629
29920,385,695,4030
29920,475,875,4836
29920,655,1235,6048
29920,785,1495,6854
126294,245,405,2020
126294,265,445,2424
126294,335,585,3030
126294,395,705,3636
126294,455,825,4040
126294,565,1045,4848
126294,775,1465,6060
126120,215,355,1620
126120,245,415,2024
126120,285,495,2430
126120,305,535,2632
126120,355,635,2936
126120,385,695,3040
126120,475,875,3648
126120,655,1235,4860
126120,785,1495,5468
126241,215,355,2016
126241,245,415,2420
126241,285,495,3024
126241,305,535,3226
126241,355,635,3629
126241,385,695,4030
126241,475,875,4836
126241,655,1235,6048
126241,785,1495,6854
29922,215,355,2016
29922,245,415,2420
29922,285,495,3024
29922,305,535,3226
29922,355,635,3629
29922,385,695,4030
29922,475,875,4836
29922,655,1235,6048
29922,785,1495,6854
29924,235,395,2416
29924,275,475,3020
29924,315,555,3624
29924,405,735,4630
29924,515,955,5436
29924,585,1095,6040
29924,745,1415,7248
126263,215,355,2016
126263,245,415,2420
126263,285,495,3024
126263,305,535,3226
126263,355,635,3629
126263,385,695,4030
126263,475,875,4836
126263,655,1235,6048
126263,785,1495,6854
126252,215,355,2016
126252,245,415,2420
126252,285,495,3024
126252,305,535,3226
126252,355,635,3629
126252,385,695,4030
126252,475,875,4836
126252,655,1235,6048
126252,785,1495,6854
126131,215,355,1620
126131,245,415,2024
126131,285,495,2430
126131,305,535,2632
126131,355,635,2936
126131,385,695,3040
126131,475,875,3648
126131,655,1235,4860
126131,785,1495,5468
126197,215,355,2016
126197,245,415,2420
126197,285,495,3024
126197,305,535,3226
126197,355,635,3629
126197,385,695,4030
126197,475,875,4836
126197,655,1235,6048
126197,785,1495,6854
126153,215,355,1620
126153,245,415,2024
126153,285,495,2430
126153,305,535,2632
